Genre,rounded_book_count,rounded_ratings_count,rounded_rating_2,Class_New
thriller,80,20000,4,no
mystery,60,30000,4,no
mystery,60,30000,4,no
thriller,70,20000,3.5,no
mystery,10,30000,4,no
#N/A,30,20000,4,no
young adult,40,40000,3.5,no
fantasy,40,30000,4.5,no
comedy,10,30000,5,no
fantasy,10,30000,4,no
thriller,50,30000,3.5,yes
#N/A,30,20000,4,yes
sci-fi,40,30000,4,no
romance,30,30000,4.5,no
romance,30,30000,3.5,no
fantasy,10,30000,4.5,no
fantasy,20,30000,4,yes
young adult,20,30000,4,no
#N/A,60,30000,4,no
fantasy,90,30000,4,yes
thriller,80,20000,4,no
fantasy,30,30000,3.5,yes
romance,600,30000,3.5,yes
drama,100,30000,4,no
sci-fi,40,30000,4,no
#N/A,50,20000,4,no
#N/A,30,30000,4,no
crime,100,10000,4,no
fantasy,30,40000,4,no
romance,10,40000,4,no
comedy,50,20000,4.5,no
romance,20,30000,4,no
young adult,80,30000,4,no
mystery,80,30000,4,no
fantasy,60,30000,4,no
young adult,30,30000,4,no
romance,60,20000,3.5,no
young adult,70,30000,3.5,yes
disney,10,30000,4.5,no
thriller,70,20000,4,no
fantasy,30,30000,4.5,no
#N/A,30,20000,4,no
disney,10,30000,4.5,yes
fantasy,30,40000,4.5,no
young adult,50,30000,4,no
young adult,30,40000,4.5,no
romance,20,40000,4.5,no
#N/A,20,20000,4,no
thriller,60,30000,4,yes
#N/A,70,20000,4,no
sci-fi,30,20000,4,no
thriller,50,30000,4.5,no
sci-fi,20,30000,4,no
fantasy,30,40000,4.5,no
#N/A,40,20000,4,no
#N/A,30,30000,4,no
romance,400,30000,3.5,no
fantasy,20,30000,4.5,no
romance,40,20000,4,yes
young adult,20,30000,4.5,no
mystery,90,30000,3.5,no
mystery,40,30000,3.5,no
#N/A,30,30000,4,no
#N/A,40,30000,4,no
horror,50,30000,4,yes
#N/A,10,20000,4,no
#N/A,60,30000,4,no
young adult,40,40000,4,no
thriller,80,30000,4.5,no
#N/A,200,20000,4.5,no
thriller,10,20000,4,no
drama,20,10000,4,no
#N/A,40,30000,4,no
mystery,30,20000,4,no
#N/A,20,30000,4.5,no
#N/A,60,30000,4.5,no
#N/A,80,20000,4,no
fantasy,60,20000,4.5,no
fantasy,60,30000,4.5,no
drama,300,30000,4,no
drama,600,30000,4,no
romance,70,30000,3.5,no
fantasy,50,40000,4,no
drama,80,20000,4,yes
fantasy,40,40000,4,no
mystery,90,30000,4,no
romance,20,40000,4,no
#N/A,60,20000,4,no
romance,90,30000,4,no
thriller,70,20000,4,no
romance,40,30000,4.5,no
young adult,40,30000,3.5,no
fantasy,60,30000,4,no
mystery,60,30000,4,no
young adult,40,20000,4,no
romance,100,30000,4,no
horror,10,30000,4,no
#N/A,300,20000,4,no
young adult,30,30000,4,no
thriller,100,20000,4,no
#N/A,400,20000,4,no
young adult,20,30000,4,no
romance,50,20000,4.5,no
young adult,30,40000,4,no
#N/A,50,30000,3.5,no
fantasy,20,30000,4.5,no
young adult,20,20000,4,no
fantasy,30,30000,4,no
fantasy,30,30000,4,no
romance,40,30000,3.5,no
romance,70,20000,3.5,no
fantasy,50,30000,4.5,no
romance,40,40000,4.5,no
disney,40,30000,4,no
#N/A,20,30000,4,no
horror,10,30000,4,no
fantasy,10,30000,4.5,no
drama,30,30000,4,yes
fantasy,50,40000,4.5,no
fantasy,40,30000,4,no
#N/A,30,30000,4,no
mystery,50,30000,4,no
young adult,100,20000,4,yes
fantasy,40,30000,4,no
mystery,60,30000,4,no
mystery,60,30000,4,no
romance,20,30000,4.5,no
romance,40,20000,4,no
romance,20,30000,4,no
young adult,10,40000,4.5,no
thriller,70,30000,4,yes
#N/A,20,20000,3.5,no
mystery,100,20000,4,no
fantasy,10,20000,4.5,no
sci-fi,100,30000,4,no
#N/A,400,30000,4,yes
horror,50,20000,4,no
mystery,100,20000,3.5,yes
fantasy,20,30000,4,yes
fantasy,0,30000,4.5,yes
thriller,70,20000,3.5,yes
#N/A,20,20000,4,no
#N/A,20,30000,4,yes
crime,100,30000,4,yes
#N/A,100,20000,4,yes
fantasy,0,30000,4.5,no
romance,30,20000,4,no
fantasy,50,30000,4,no
fantasy,20,30000,4.5,no
young adult,50,30000,4,no
sci-fi,40,40000,4.5,no
fantasy,30,30000,4,no
romance,40,30000,4.5,no
horror,90,20000,3.5,yes
young adult,40,30000,4,no
fantasy,10,20000,4.5,no
thriller,80,30000,4,no
young adult,40,30000,4.5,no
romance,20,30000,4,no
thriller,80,20000,4,no
mystery,60,30000,3.5,no
young adult,30,40000,4,no
mystery,30,20000,4,no
young adult,20,30000,3.5,no
thriller,50,20000,4,no
#N/A,70,20000,4,no
thriller,40,20000,4.5,no
drama,30,30000,3.5,no
crime,40,20000,3.5,no
sci-fi,60,20000,4,no
young adult,30,30000,3.5,no
romance,10,20000,4,no
drama,80,20000,3.5,no
young adult,30,40000,4.5,no
romance,60,20000,4,no
sci-fi,80,30000,4,no
young adult,10,30000,4.5,no
fantasy,80,20000,3.5,yes
fantasy,20,30000,4.5,no
horror,700,30000,3.5,yes
romance,30,40000,4,no
mystery,50,30000,4,no
romance,90,20000,4,no
horror,50,30000,4,no
horror,70,30000,4,no
mystery,60,30000,4,no
horror,80,30000,4,no
mystery,80,30000,4,no
horror,0,30000,4,no
horror,40,30000,4.5,no
#N/A,30,20000,4,no
young adult,40,30000,4,no
drama,20,30000,4,no
fantasy,50,20000,4,no
fantasy,20,40000,4.5,no
#N/A,50,20000,3.5,no
young adult,30,30000,4,no
horror,10,30000,4.5,no
fantasy,70,30000,4,no
fantasy,20,40000,4.5,no
sci-fi,40,30000,4.5,no
#N/A,80,20000,4,no
comedy,20,30000,4,no
mystery,50,20000,4,no
mystery,80,40000,4.5,no
fantasy,20,30000,4,no
fantasy,70,30000,4,no
mystery,30,20000,4.5,no
drama,80,20000,4,no
mystery,60,30000,4,no
young adult,30,30000,4,no
young adult,40,20000,4,no
fantasy,40,40000,4,no
fantasy,500,30000,4,yes
fantasy,60,30000,4,no
comedy,10,30000,4,no
fantasy,40,30000,4.5,no
fantasy,70,30000,4,no
romance,30,40000,4,no
romance,50,30000,4.5,no
#N/A,10,20000,3.5,no
thriller,50,20000,4,no
young adult,10,30000,4,no
thriller,40,20000,4,no
crime,40,30000,4,no
mystery,40,20000,4,no
young adult,30,30000,3.5,no
mystery,30,20000,4,no
young adult,50,20000,4.5,no
fantasy,20,30000,4,no
mystery,90,20000,4,no
thriller,70,20000,4,no
young adult,20,40000,4.5,no
#N/A,300,30000,4,no
romance,10,30000,4,no
romance,30,30000,4,no
drama,50,20000,3.5,yes
thriller,80,30000,4,no
fantasy,70,30000,4,no
romance,40,40000,4.5,no
young adult,30,40000,4.5,no
romance,30,30000,4,no
young adult,30,30000,4,no
romance,30,40000,4,no
young adult,20,30000,4,no
romance,70,30000,4,no
mystery,50,20000,3.5,no
#N/A,40,20000,4,no
#N/A,500,20000,4,no
comedy,60,20000,3.5,no
mystery,100,30000,4,no
young adult,50,30000,4,no
drama,30,20000,4.5,no
romance,50,30000,4,no
fantasy,30,40000,3.5,no
fantasy,20,40000,4,no
mystery,90,30000,4,no
romance,20,30000,3,no
comedy,60,30000,4,yes
young adult,40,30000,4,no
romance,60,30000,4,no
#N/A,40,20000,4,no
#N/A,40,30000,4,no
fantasy,40,30000,4,no
sci-fi,60,30000,4,no
comedy,20,40000,4.5,no
young adult,40,30000,3.5,yes
romance,50,30000,4.5,no
young adult,10,30000,4,yes
drama,70,30000,4,no
#N/A,30,10000,4.5,no
romance,40,20000,3.5,no
mystery,100,30000,3.5,yes
drama,60,30000,4,no
romance,50,30000,4,no
young adult,20,30000,4,no
#N/A,60,20000,4,no
mystery,20,20000,4,no
#N/A,60,20000,4,no
fantasy,50,30000,4,no
#N/A,10,20000,4,no
young adult,60,30000,4,no
romance,30,40000,4.5,no
fantasy,200,20000,4,no
young adult,200,40000,4,no
#N/A,30,20000,4,no
mystery,70,30000,4,no
#N/A,200,30000,4,no
romance,10,30000,4,no
romance,50,40000,4,no
fantasy,40,30000,4,no
young adult,50,20000,4,no
romance,30,30000,3.5,no
drama,100,20000,4,no
mystery,40,20000,4,no
sci-fi,30,30000,4,no
drama,60,30000,4,no
horror,20,20000,4.5,no
fantasy,40,30000,4,no
young adult,20,30000,4,no
romance,100,20000,4.5,no
horror,50,30000,4,no
fantasy,30,30000,4,no
#N/A,80,20000,4,no
horror,50,30000,3.5,yes
thriller,60,20000,4,no
romance,30,30000,4.5,no
romance,40,20000,4.5,no
drama,100,20000,4.5,no
#N/A,50,20000,4,no
#N/A,400,20000,4,no
#N/A,10,20000,4,no
young adult,30,30000,4.5,no
comedy,30,30000,3.5,no
#N/A,200,30000,4,no
romance,50,30000,4,no
young adult,20,30000,4,no
horror,80,30000,3.5,no
fantasy,40,30000,4,no
#N/A,60,20000,4,no
suspense,70,20000,4,no
fantasy,80,20000,4.5,no
crime,40,20000,4,no
young adult,20,40000,4,no
fantasy,10,30000,4,no
thriller,80,20000,4,no
#N/A,50,20000,4.5,no
mystery,40,30000,4,no
drama,600,30000,4,yes
#N/A,400,20000,4,no
crime,70,20000,3.5,no
#N/A,60,20000,4.5,no
drama,30,30000,4.5,no
crime,20,20000,4.5,no
drama,50,20000,4,no
romance,30,20000,4,no
young adult,30,40000,4,no
mystery,70,30000,4,no
mystery,50,30000,4,no
crime,20,20000,4,no
fantasy,80,30000,4,yes
romance,30,20000,3.5,no
drama,10,20000,4,no
drama,50,20000,4,yes
horror,80,20000,4,no
mystery,90,30000,4,no
#N/A,70,20000,3.5,no
fantasy,10,30000,4,no
fantasy,40,30000,4,no
fantasy,100,20000,4,yes
young adult,30,30000,4.5,no
romance,20,20000,4,no
#N/A,10,20000,4.5,no
thriller,40,20000,4,no
fantasy,50,30000,4.5,no
young adult,20,40000,4,no
mystery,50,30000,4,no
fantasy,10,20000,4,no
sci-fi,90,30000,4,no
mystery,80,20000,3,no
romance,30,40000,4,no
fantasy,10,20000,4.5,no
mystery,100,20000,4,no
young adult,60,30000,4.5,no
romance,50,40000,4.5,no
romance,20,20000,4,no
#N/A,30,20000,4,no
mystery,10,20000,4,no
fantasy,50,30000,4.5,no
fantasy,20,20000,4.5,no
fantasy,40,40000,4,no
young adult,30,30000,4,no
young adult,30,30000,4,no
romance,20,20000,3.5,no
young adult,20,20000,4,yes
crime,30,20000,4,no
fantasy,100,10000,4,no
drama,40,30000,3.5,no
romance,70,30000,3.5,no
fantasy,30,30000,4,no
fantasy,40,30000,4.5,no
horror,40,20000,4,no
young adult,40,30000,4.5,no
drama,600,30000,4,no
#N/A,200,20000,4,no
romance,50,20000,3.5,no
fantasy,80,20000,4,no
young adult,20,30000,4,no
romance,20,40000,4,no
romance,60,20000,3,no
fantasy,20,30000,4,no
mystery,30,30000,4,no
fantasy,10,30000,4,no
#N/A,30,20000,3.5,no
young adult,100,30000,4,no
sci-fi,200,20000,4,no
fantasy,50,30000,3.5,no
fantasy,80,20000,4.5,no
#N/A,60,20000,4,no
fantasy,40,20000,4,no
#N/A,60,20000,3.5,no
young adult,40,30000,3.5,no
mystery,50,30000,4,no
romance,10,40000,4,no
young adult,20,30000,4,no
mystery,100,30000,4,no
sci-fi,40,20000,4.5,no
mystery,70,30000,4,no
young adult,20,40000,4,no
drama,50,20000,4,no
romance,30,30000,4,no
fantasy,30,30000,4,no
romance,10,30000,4,no
young adult,20,30000,3.5,no
sci-fi,50,30000,4,no
#N/A,0,20000,4,no
young adult,50,30000,4,no
young adult,30,20000,4,no
young adult,0,20000,4.5,no
comedy,20,20000,3,no
thriller,70,20000,4,no
horror,0,20000,4,no
young adult,50,30000,4,no
young adult,10,20000,4.5,no
fantasy,30,30000,4.5,no
romance,10,20000,3,no
comedy,10,20000,4.5,no
sci-fi,30,30000,4,no
mystery,50,20000,4,no
sci-fi,20,30000,4,no
#N/A,50,20000,4.5,no
romance,40,20000,3.5,no
young adult,60,30000,4,no
disney,0,30000,4,no
#N/A,0,20000,4,no
crime,40,20000,4,no
thriller,30,20000,4.5,no
mystery,60,20000,3.5,no
drama,30,20000,4,no
#N/A,50,30000,4,no
young adult,60,30000,3.5,no
young adult,20,30000,4.5,no
mystery,50,20000,4,no
fantasy,20,20000,4,no
horror,40,20000,4,yes
romance,70,30000,4,no
mystery,40,30000,4,no
mystery,100,20000,4,no
young adult,400,20000,4,yes
fantasy,30,30000,4,no
fantasy,70,30000,4,no
#N/A,200,20000,4,no
drama,90,20000,4,no
romance,30,30000,4,no
fantasy,30,20000,4.5,no
fantasy,20,20000,4,yes
young adult,40,40000,4,no
romance,20,40000,4.5,no
horror,40,20000,4,no
comedy,30,20000,4,no
#N/A,30,20000,4,no
young adult,50,20000,3.5,no
romance,40,40000,4,no
romance,50,30000,4,no
romance,80,30000,4,no
horror,80,30000,4,no
romance,30,20000,4,no
young adult,40,40000,4,yes
young adult,40,20000,4,no
romance,60,20000,4,no
#N/A,50,20000,4,no
drama,100,30000,4,no
young adult,20,30000,4,no
young adult,40,30000,4,no
young adult,30,30000,4,no
mystery,70,30000,4,no
crime,50,20000,4,yes
young adult,20,30000,3.5,no
romance,30,20000,3.5,no
#N/A,20,20000,4,no
#N/A,50,20000,3.5,no
fantasy,50,20000,4,no
romance,20,30000,4,no
sci-fi,70,20000,4,no
drama,500,20000,4.5,no
romance,40,30000,4.5,no
#N/A,700,20000,4,no
fantasy,0,20000,4.5,no
romance,90,20000,4,yes
romance,40,30000,4.5,no
drama,100,10000,4,yes
mystery,30,20000,4,no
mystery,40,30000,4,no
mystery,70,20000,4,no
young adult,30,30000,3.5,yes
#N/A,50,20000,4,no
#N/A,40,20000,4,no
#N/A,40,20000,4,no
fantasy,90,20000,4,no
#N/A,90,20000,4,no
#N/A,70,20000,4,no
romance,70,30000,4,no
mystery,20,10000,4.5,no
romance,10,30000,4,no
horror,60,20000,4,no
fantasy,20,30000,4,no
young adult,10,30000,4.5,no
mystery,100,30000,4,no
mystery,10,30000,3.5,no
romance,30,20000,4,no
drama,80,20000,3.5,no
mystery,80,20000,4,yes
fantasy,70,30000,4,no
romance,50,20000,4,no
mystery,40,20000,4,no
young adult,20,40000,4,no
#N/A,10,20000,3.5,no
comedy,30,20000,3.5,no
fantasy,50,30000,4,no
young adult,40,20000,3.5,no
crime,30,20000,4,no
fantasy,70,20000,3.5,no
young adult,30,40000,4,no
young adult,10,30000,4,no
mystery,20,20000,4,no
young adult,30,30000,4,no
romance,50,20000,4,no
#N/A,20,20000,4,no
romance,30,30000,4,no
drama,300,20000,4,no
mystery,30,20000,4.5,no
young adult,30,20000,4,no
drama,100,20000,4,no
#N/A,20,20000,4,no
fantasy,30,20000,4.5,no
comedy,20,20000,4,no
young adult,30,40000,4,no
#N/A,50,20000,4,no
young adult,30,40000,4,no
mystery,30,30000,4,no
fantasy,100,20000,3.5,no
fantasy,10,20000,4,no
#N/A,30,20000,4,no
young adult,50,20000,4.5,no
drama,20,20000,3.5,no
young adult,20,30000,4,no
young adult,70,30000,3.5,no
fantasy,40,30000,4,no
thriller,40,30000,4,no
#N/A,10,20000,4,no
young adult,40,40000,4,no
drama,70,20000,4,no
romance,60,30000,4,no
fantasy,50,20000,4,yes
young adult,30,20000,4,no
sci-fi,80,20000,4,yes
mystery,20,40000,4,no
fantasy,10,20000,4,no
comedy,20,30000,3,no
fantasy,10,20000,4,no
comedy,10,30000,4.5,no
sci-fi,50,20000,4,no
fantasy,10,30000,4,no
fantasy,300,20000,4,no
fantasy,20,20000,4,no
romance,10,40000,4,no
#N/A,10,20000,4,no
horror,20,20000,4,no
young adult,50,30000,3.5,no
#N/A,80,20000,4,no
fantasy,70,30000,4,no
#N/A,200,20000,4,no
horror,50,30000,4,yes
fantasy,20,30000,4,no
fantasy,20,30000,4,no
young adult,10,30000,4,no
young adult,60,30000,3.5,yes
#N/A,100,20000,4,no
romance,10,40000,4.5,no
fantasy,50,20000,4,no
fantasy,40,30000,4,no
fantasy,10,20000,4,no
mystery,80,20000,4,no
young adult,40,30000,4,no
fantasy,50,30000,4,no
drama,300,20000,4.5,no
disney,0,20000,4.5,no
mystery,20,20000,4,no
young adult,50,30000,4,no
thriller,40,20000,4,no
romance,50,30000,4.5,no
#N/A,20,20000,4,no
mystery,80,20000,4,no
mystery,10,30000,4,yes
young adult,40,30000,4,yes
fantasy,50,20000,4,no
fantasy,30,20000,4,no
sci-fi,100,20000,4,no
romance,30,30000,4,no
romance,400,30000,4,no
crime,70,20000,4,no
#N/A,60,20000,4,no
comedy,300,20000,4,no
young adult,30,30000,4,no
romance,10,40000,4.5,no
#N/A,30,20000,4,no
young adult,40,30000,4,no
romance,40,30000,3.5,no
horror,20,20000,4.5,no
fantasy,10,20000,4.5,no
fantasy,40,30000,4,no
mystery,90,30000,4,yes
mystery,100,20000,4,yes
fantasy,30,30000,4,no
young adult,40,30000,4.5,no
suspense,0,20000,3.5,no
young adult,60,30000,3.5,no
fantasy,20,20000,3.5,no
comedy,50,20000,3.5,no
thriller,30,20000,4,no
crime,200,30000,4,yes
romance,20,40000,4,no
young adult,60,30000,4,yes
romance,50,20000,4,no
drama,300,20000,4,no
disney,50,20000,4.5,no
fantasy,50,20000,4,no
crime,100,20000,4,no
young adult,0,20000,4.5,no
fantasy,70,20000,3.5,no
romance,100,20000,4,yes
horror,50,20000,4,yes
#N/A,40,20000,4,no
mystery,60,30000,4,no
romance,30,20000,4,no
fantasy,50,30000,4.5,no
young adult,30,30000,4,no
fantasy,40,20000,4,no
fantasy,20,30000,4.5,no
romance,70,30000,4,no
#N/A,100,20000,4,no
#N/A,10,30000,4,no
#N/A,400,20000,4,no
thriller,50,20000,4,yes
drama,30,20000,4,no
drama,30,20000,3.5,no
sci-fi,50,20000,4,no
young adult,20,20000,4,no
thriller,100,20000,4,no
thriller,40,10000,4,no
#N/A,90,20000,4,no
fantasy,10,20000,4.5,yes
#N/A,20,20000,4,no
fantasy,300,30000,4,no
drama,20,20000,4,no
fantasy,60,30000,4,no
horror,70,20000,4,no
young adult,300,30000,4,no
romance,60,40000,4.5,no
young adult,20,30000,4,yes
fantasy,40,20000,4.5,no
romance,40,30000,4.5,no
suspense,50,20000,3,no
romance,60,20000,3,no
drama,60,20000,4.5,no
#N/A,20,20000,4,no
thriller,100,20000,4,yes
romance,30,20000,4.5,no
young adult,40,30000,4,no
fantasy,40,20000,4,no
mystery,200,30000,4,no
fantasy,10,20000,4.5,no
#N/A,20,20000,4,no
fantasy,40,30000,4,no
mystery,90,20000,4,no
mystery,50,20000,4,no
young adult,70,30000,4,no
fantasy,0,20000,4.5,no
drama,60,20000,4,yes
fantasy,30,30000,4,no
romance,10,30000,4,no
#N/A,10,20000,4.5,no
comedy,10,20000,4,no
fantasy,50,30000,4.5,no
horror,70,20000,3.5,yes
fantasy,20,30000,4.5,no
fantasy,30,30000,4,no
drama,30,20000,3.5,no
romance,70,30000,4,no
young adult,30,20000,4,no
fantasy,70,20000,4.5,no
fantasy,20,30000,4,no
romance,20,40000,4,no
drama,30,20000,3.5,no
young adult,20,30000,4,no
fantasy,30,30000,4,no
comedy,30,20000,3.5,no
fantasy,20,30000,3.5,no
young adult,40,20000,4,no
horror,50,20000,4,no
romance,30,20000,4.5,no
sci-fi,30,20000,4,no
romance,60,20000,3.5,no
young adult,10,30000,4,no
romance,40,40000,4,no
horror,40,20000,4.5,no
sci-fi,90,20000,4,no
drama,30,20000,4,no
romance,60,30000,4,yes
young adult,30,30000,4,no
#N/A,100,20000,4,no
#N/A,40,20000,4,no
#N/A,300,20000,4,no
fantasy,10,30000,3.5,no
fantasy,30,20000,4,no
mystery,50,20000,4,no
fantasy,40,20000,4.5,no
romance,80,20000,4,no
romance,100,20000,4,no
fantasy,40,30000,4.5,no
fantasy,30,40000,4,no
#N/A,70,20000,4,no
horror,40,20000,4,no
young adult,40,30000,4,no
fantasy,30,30000,4.5,no
young adult,80,30000,3.5,no
young adult,20,20000,4.5,no
young adult,40,20000,4,no
romance,200,20000,4,no
mystery,80,20000,4,no
young adult,20,30000,4,no
young adult,30,20000,4,yes
sci-fi,30,20000,4,no
thriller,80,20000,3.5,no
#N/A,50,20000,3.5,no
young adult,30,30000,4,no
#N/A,30,20000,4,no
young adult,30,30000,4,yes
crime,70,20000,4,no
romance,400,20000,3.5,yes
romance,40,20000,3.5,no
sci-fi,50,20000,4,yes
romance,30,20000,4,no
drama,20,20000,4,no
#N/A,50,20000,4.5,no
romance,10,40000,4,no
#N/A,40,20000,4,no
#N/A,40,10000,4,no
romance,30,20000,4.5,no
comedy,50,20000,3.5,no
#N/A,50,20000,4,no
sci-fi,50,20000,4,no
young adult,40,30000,4,no
romance,20,30000,4.5,no
#N/A,30,20000,4,no
fairy-tales,10,30000,4.5,no
#N/A,40,20000,3.5,yes
mystery,40,20000,4,no
fantasy,30,20000,4,no
thriller,70,20000,4,no
mystery,70,20000,4,no
young adult,50,40000,4,no
mystery,30,10000,4,no
sci-fi,100,20000,4,yes
comedy,50,20000,3.5,no
drama,50,20000,4,no
fantasy,20,30000,4.5,no
horror,50,20000,4,no
fantasy,80,20000,4,no
#N/A,10,20000,4,no
romance,50,20000,3.5,no
young adult,20,20000,3.5,no
drama,60,20000,3.5,no
young adult,40,30000,4,no
#N/A,40,20000,4,no
fantasy,90,20000,4,no
fantasy,20,30000,4,no
#N/A,40,20000,4,no
#N/A,80,10000,4,no
horror,600,20000,3,no
comedy,40,20000,3.5,no
mystery,50,20000,4,no
romance,70,20000,4,no
romance,20,30000,4,yes
young adult,70,20000,4,no
young adult,30,20000,4,no
romance,50,30000,4,no
young adult,20,20000,4,no
fantasy,30,30000,4,no
young adult,10,30000,4,no
fantasy,10,20000,4.5,no
#N/A,30,20000,4,no
young adult,20,20000,4,no
mystery,60,30000,4,no
comedy,10,20000,3.5,no
fantasy,20,20000,4.5,no
romance,50,30000,4,no
#N/A,50,20000,4,no
comedy,20,20000,4,no
fantasy,80,30000,4,no
mystery,30,20000,4,no
crime,70,20000,3.5,no
horror,90,20000,3.5,no
mystery,80,30000,4.5,no
young adult,20,30000,4,no
fantasy,40,30000,4,no
mystery,50,20000,3.5,no
drama,10,20000,3,no
fantasy,70,20000,3.5,no
thriller,50,20000,3.5,no
romance,70,20000,4,no
romance,30,20000,3.5,no
horror,20,20000,4.5,no
romance,30,30000,4.5,no
fantasy,40,20000,4,no
romance,600,20000,4,no
young adult,20,20000,4,no
crime,60,20000,4,no
#N/A,100,20000,4,no
#N/A,30,20000,4,no
fantasy,40,30000,4.5,no
fantasy,100,20000,4.5,no
romance,20,40000,4,no
mystery,200,20000,4,yes
mystery,100,20000,4,yes
fantasy,70,30000,4,yes
young adult,30,30000,4,no
mystery,50,20000,4,no
romance,10,40000,4,no
fantasy,20,30000,4,no
romance,20,30000,4,no
comedy,20,20000,4,no
mystery,80,30000,4,no
#N/A,40,20000,4,no
fantasy,30,30000,3.5,no
young adult,40,20000,4,no
young adult,60,30000,4,no
young adult,10,20000,4.5,no
fantasy,30,20000,4,no
fantasy,50,20000,4,no
fantasy,40,30000,4,no
sci-fi,20,20000,4.5,no
#N/A,60,20000,4.5,no
mystery,20,20000,4,no
young adult,90,20000,4,no
#N/A,70,20000,4,no
romance,20,40000,4.5,no
young adult,40,20000,4,no
fantasy,90,20000,4,no
young adult,20,20000,4,no
young adult,20,30000,4,no
romance,60,20000,4.5,yes
fantasy,30,20000,4,no
#N/A,70,20000,3.5,yes
fantasy,70,30000,4,no
#N/A,200,20000,4,no
young adult,50,20000,4,yes
#N/A,40,20000,4,no
#N/A,30,20000,4,no
romance,30,40000,4,no
young adult,10,30000,4,no
mystery,80,20000,4,no
romance,30,20000,4,no
comedy,20,20000,5,no
fantasy,10,20000,4,no
#N/A,80,20000,4,no
fantasy,90,10000,4.5,yes
#N/A,70,20000,4,no
fantasy,20,20000,4,no
#N/A,10,10000,3.5,no
crime,50,20000,4,no
drama,30,20000,4,no
young adult,40,30000,4,no
crime,30,20000,4,no
sci-fi,10,20000,4,no
comedy,30,20000,4,no
mystery,10,20000,4,no
romance,40,20000,4,no
fantasy,40,20000,4,no
thriller,30,20000,4,no
fantasy,40,30000,4,no
#N/A,40,20000,4,no
romance,80,20000,4,no
romance,400,20000,3.5,no
#N/A,400,20000,4,no
romance,30,30000,4,no
mystery,70,30000,4,no
sci-fi,10,20000,4.5,no
mystery,80,20000,4,no
mystery,80,20000,4,no
