author,rounded_rating,rounded_ratings_count,adapted
"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",4,30000,no
Jean Kwok,4,30000,no
Lauren Oliver,4,40000,no
Abbi Glines,4,50000,no
"Leonardo da Vinci, H. Anna Suh",4,30000,no
Kristin Hannah,4,30000,no
Blake Crouch,4,20000,no
"Angie Sage, Mark Zug",4,40000,no
Sophie Kinsella,4,40000,no
Mollie Katzen,4,30000,no
Dr. Seuss,4,40000,no
"Orhan Pamuk, Erdağ M. Göknar",4,30000,no
Carlos Castaneda,4,30000,no
David Baldacci,4,30000,no
Marcia Brown,4,40000,no
Cinda Williams Chima,4,40000,no
Janet Evanovich,4,30000,no
John   Williams,5,30000,no
"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",4,30000,no
Catherine Marshall,4,40000,yes
Tahereh Mafi,4,50000,no
Lisa Gardner,4,30000,no
Carol S. Dweck,4,30000,no
Jude Watson,4,40000,no
C.S. Lewis,4,30000,no
"Richard H. Thaler, Cass R. Sunstein",4,30000,no
Susan Cooper,4,40000,no
Jonathan Franzen,4,20000,no
"Richard Paige, Dean Koontz",4,30000,no
James Patterson,4,30000,no
Kristin Hannah,4,30000,no
Kurt Vonnegut Jr.,4,30000,no
Nassim Nicholas Taleb,4,30000,no
Kate Mosse,4,40000,no
Joseph J. Ellis,4,30000,no
Isaac Asimov,4,30000,no
Kerstin Gier,4,30000,no
Lawrence Wright,4,30000,no
"Young Kim, Stephenie Meyer",4,40000,no
John Fowles,4,30000,no
"Samuel Taylor Coleridge, Gustave Doré",4,40000,no
"Robert Munsch, Michael Martchenko",4,40000,no
John Steinbeck,4,30000,no
H. Rider Haggard,4,30000,yes
Tina Reber,4,40000,no
"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",5,40000,no
L.J. Smith,4,40000,no
Jeanne DuPrau,4,40000,no
"Hermann Hesse, Ursule Molinaro",4,30000,no
"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",4,40000,no
Samantha Shannon,4,30000,no
"Charles Dickens, Helen Small, Stephen Wall",4,30000,no
Anthony Horowitz,4,40000,no
Jacqueline Susann,4,30000,no
James A. Michener,4,30000,no
Dave Eggers,4,20000,no
"Radwa Ashour, رضوى عاشور",4,30000,no
"Michael Rosen, Helen Oxenbury",4,30000,no
Richelle Mead,5,30000,no
David Eddings,4,40000,no
Nora Roberts,4,30000,no
"James Patterson, Howard Roughan",4,30000,no
Peter F. Hamilton,4,30000,no
Thomas Rockwell,4,40000,no
"Edgar Allan Poe, Philip Pullman",4,30000,no
Heather Gudenkauf,4,30000,no
Neil Gaiman,4,30000,no
David Herbert Donald,4,30000,no
Ilona Andrews,4,50000,no
"Graham Greene, Robert  Stone",4,30000,no
Katie Ashley,4,40000,no
Patricia Cornwell,4,40000,no
Patrick O'Brian,4,30000,no
Akira Toriyama,4,30000,no
Alastair Reynolds,4,30000,no
"James Patterson, Maxine Paetro",4,30000,no
Janet Evanovich,4,40000,no
Rachel Renée Russell,4,30000,no
Kresley Cole,4,50000,no
Beth Revis,4,40000,no
Trudi Canavan,4,30000,no
Amy Tan,4,30000,no
"Nicholas Sparks, Micah Sparks",4,30000,no
Lloyd Alexander,4,40000,no
Amy Plum,4,50000,no
Anne Morrow Lindbergh,4,30000,no
John Perkins,4,20000,no
"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",4,30000,no
John Sandford,4,30000,no
Ernest Hemingway,4,30000,no
Ray Bradbury,4,30000,no
Anne Rice,4,30000,no
"Chip Heath, Dan Heath",4,30000,no
Sejal Badani,4,30000,no
John Fowles,4,30000,no
Gail Carson Levine,4,50000,no
Kurt Vonnegut Jr.,4,20000,no
Amanda Coplin,4,30000,no
Bill Bryson,4,30000,no
Maeve Binchy,4,30000,no
Terry Brooks,4,30000,no
L.M. Montgomery,4,50000,no
"Mikhail Lermontov, Paul Foote",4,30000,no
Francine Rivers,4,30000,no
Ian McEwan,3,30000,no
Edmund Morris,4,30000,no
M.M. Kaye,4,30000,no
Lee Child,4,30000,no
Jasinda Wilder,4,40000,no
Paulo Coelho,3,20000,no
Brandon Sanderson,4,20000,no
Donna VanLiere,4,30000,yes
"Rory Freedman, Kim Barnouin",3,30000,no
Kristen Ashley,4,50000,no
"Margret Rey, H.A. Rey",4,30000,no
Alice Schroeder,4,30000,no
Julie Garwood,4,40000,no
John Flanagan,4,30000,no
Harlan Coben,4,20000,no
"Orhan Pamuk, Maureen Freely",4,30000,no
John Flanagan,4,30000,no
Tess Gerritsen,4,30000,no
Betty Crocker,4,30000,no
Gabrielle Zevin,4,40000,no
Harlan Coben,4,30000,no
"James Patterson, Michael Ledwidge",4,30000,no
"James Patterson, Michael Ledwidge",4,30000,no
Holly Goldberg Sloan,4,30000,no
Claudia Gray,4,40000,no
Laurell K. Hamilton,4,40000,no
Vince Flynn,4,30000,no
"Nora Roberts, Angela Dawe",4,40000,no
Richard Connell,4,30000,no
Cory Doctorow,4,40000,no
Jeff Lindsay,4,30000,no
"Jalaluddin Rumi, Coleman Barks",4,30000,no
Lisa Genova,4,30000,no
Steven Erikson,4,30000,no
Dean Koontz,4,30000,no
Rachel Caine,4,50000,no
Tamora Pierce,4,40000,no
William R. Forstchen,4,30000,no
Suzanne Collins,4,30000,no
David Levithan,4,30000,no
"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",4,20000,no
Terry Brooks,4,40000,no
Gena Showalter,4,40000,no
Sarah Addison Allen,4,40000,no
Jennifer L. Armentrout,4,40000,no
Chimamanda Ngozi Adichie,4,30000,no
Miranda July,4,20000,no
Kevin Hearne,4,30000,no
Kresley Cole,4,40000,no
Vince Flynn,4,30000,no
"Brian K. Vaughan, Fiona Staples",4,40000,no
Jamie McGuire,4,40000,no
Carl Hiaasen,4,30000,no
Curtis Sittenfeld,3,30000,no
Nick Hornby,3,30000,no
"Jack Canfield, Mark Victor Hansen",4,30000,no
Alexander McCall Smith,4,40000,no
Michael Connelly,4,30000,no
C.J. Roberts,4,50000,no
Terry Pratchett,4,40000,no
Kresley Cole,4,40000,no
Kurt Vonnegut Jr.,4,30000,yes
"Brian Froud, Terry Windling",4,40000,no
Elin Hilderbrand,4,30000,no
"Stephen King, Bernie Wrightson",4,30000,no
Jane Yolen,4,40000,no
Alan Weisman,4,30000,no
Erik Larson,4,30000,no
Elin Hilderbrand,4,20000,no
Virginia Woolf,4,30000,no
Cecelia Ahern,4,30000,no
"Anne Brontë, Angeline Goreau",4,30000,no
Nora Roberts,4,30000,no
Vince Flynn,4,30000,no
Sherrilyn Kenyon,5,40000,no
Pat Conroy,4,30000,no
Ami McKay,4,30000,no
Lisa McMann,4,40000,no
Donna Tartt,3,30000,no
Rick Riordan,5,30000,no
Ingrid Law,4,40000,no
Bill Simmons,4,20000,no
James Patterson,4,30000,no
عائض القرني,4,20000,no
"A.P.J. Abdul Kalam, Arun Tiwari",4,20000,no
"L.J. Smith, Kevin Williamson, Julie Plec",4,30000,no
Nate Silver,4,30000,no
Ruta Sepetys,4,40000,no
Agatha Christie,4,40000,no
Gary Russell,5,20000,no
Olivia Cunning,4,50000,no
"Marjorie Flack, Kurt Wiese",4,40000,no
Rachel Renée Russell,4,30000,no
"Laura Ingalls Wilder, Garth Williams",4,40000,no
Simon Sinek,4,30000,no
Fannie Flagg,4,30000,no
Dorothy Allison,4,30000,no
Libba Bray,4,40000,no
Daniel Suarez,4,20000,no
Scott Turow,4,30000,no
Leigh Bardugo,5,40000,no
Joy Adamson,4,30000,no
"Alfred Bester, Neil Gaiman",4,30000,no
Tamora Pierce,4,40000,no
Rosamund Hodge,4,50000,no
Dan Simmons,4,30000,no
Dan Simmons,4,30000,no
Shaun Tan,4,30000,no
Brandon Sanderson,4,30000,no
Steve Martin,3,30000,no
مصطفى محمود,4,20000,no
Mark Twain,4,30000,yes
Claire Messud,3,30000,no
Christopher Moore,4,30000,no
F. Scott Fitzgerald,4,30000,no
"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",4,30000,no
Kent Haruf,4,30000,no
Nora Roberts,4,30000,no
Cathy Marie Buchanan,4,30000,no
Chanda Hahn,4,40000,no
Sarah Silverman,4,30000,no
Patricia Highsmith,4,20000,yes
Simone Elkeles,4,50000,no
James Clavell,4,30000,no
Christine Feehan,4,40000,no
Masashi Kishimoto,5,30000,no
Lauren Beukes,3,30000,no
Diane Ackerman,3,20000,yes
David Mitchell,4,20000,no
Chris Hadfield,4,30000,no
Melissa Marr,4,50000,no
"أحلام مستغانمي, Ahlam Mosteghanemi",4,20000,no
John Grisham,3,30000,no
Dr. Seuss,4,40000,no
"J.K. Rowling, Mary GrandPré",5,30000,no
Anthony Horowitz,4,40000,no
Harlan Coben,4,30000,no
Robin Hobb,4,30000,no
"Joanna Cole, Bruce Degen",4,30000,no
Michael Connelly,4,30000,no
"Holly Black, Cassandra Clare",4,30000,no
"Daniel Abraham, George R.R. Martin, Tommy Patterson",4,30000,no
Candace Bushnell,4,30000,no
Bret Lott,4,30000,no
Veronica Roth,4,30000,no
"Tim LaHaye, Jerry B. Jenkins",4,30000,no
Michael Pollan,4,30000,no
خولة حمدي,4,20000,no
Ellen Schreiber,4,40000,no
Kristin Hannah,4,30000,no
Tad Williams,4,30000,no
"Adrian Conan Doyle, John Dickson Carr",4,30000,no
Anna Quindlen,4,30000,no
"Elena Ferrante, Ann Goldstein",4,20000,no
Trudi Canavan,4,30000,no
Joshua Ferris,3,20000,no
Monica  Murphy,4,40000,no
Robin Hobb,4,30000,no
Maeve Binchy,4,30000,no
John Grisham,4,30000,no
"Hisaya Nakajo, David Ury",4,30000,no
Juliet Marillier,4,40000,no
Eric Carle,4,30000,no
Judy Blume,4,30000,no
Seth Godin,4,30000,no
Rudyard Kipling,4,40000,no
Candice Millard,4,30000,no
"Atul Gawande, Susanne Kuhlmann-Krieg",4,30000,no
Jim Butcher,4,30000,no
"Roland Barthes, Richard Howard",4,30000,no
Amy Tan,4,30000,no
Mary Kubica,4,20000,no
Andrew Davidson,4,30000,no
Neal Stephenson,4,30000,no
"Elizabeth  Smart, Chris Stewart",4,20000,no
"Michael Buckley, Peter Ferguson",4,40000,no
"Terry Pratchett, Stephen Briggs",4,30000,no
Caragh M. O'Brien,4,40000,no
"Derek Landy, Tom Percival",4,30000,no
Andy Warhol,4,20000,no
Vladimir Nabokov,4,30000,no
Tracy Chevalier,4,30000,no
"Charles Dickens, Michael Slater",4,30000,no
B.J. Novak,4,30000,no
"Terry Pratchett, Stephen Briggs",4,30000,no
Rachel Caine,4,40000,no
Nathan Filer,4,20000,no
Madeleine Roux,4,30000,no
Margaret Atwood,3,30000,no
Kim Harrison,4,40000,no
John Piper,4,30000,no
Holly Black,4,40000,no
Carl Hiaasen,4,30000,no
Alice Hoffman,4,30000,no
Jonah Lehrer,4,20000,no
Rachel Caine,4,40000,no
Neal Shusterman,4,30000,no
David Foster Wallace,4,30000,no
Eoin Colfer,4,40000,no
Anne Rice,4,30000,no
Brandon Sanderson,4,30000,no
"Albert Camus, Justin O'Brien",4,30000,no
Lauren Graham,3,30000,no
Robert Frost,4,30000,no
Becky Albertalli,4,50000,no
"Elizabeth Gaskell, Pam Morris",4,30000,no
A.G. Howard,4,40000,no
Virginia Lee Burton,4,30000,no
"Primo Levi, Stuart J. Woolf, Philip Roth",4,30000,no
Cinda Williams Chima,4,30000,no
"Jules Verne, Caleb Carr, Jordan Stump",4,30000,yes
Susan Vreeland,4,30000,no
William Steig,4,40000,no
Philippa Gregory,4,30000,no
Harlan Coben,4,30000,no
"Carolyn Jessop, Laura Palmer",4,30000,no
David Baldacci,4,30000,no
Douglas Adams,5,30000,no
Terry Pratchett,4,30000,no
Stephen R. Donaldson,4,30000,no
"Marcus Buckingham, Curt Coffman",4,30000,no
Terry Pratchett,4,30000,no
Dr. Seuss,4,30000,no
"Thornton Wilder, Donald Margulies, Tappan Wilder",4,40000,no
Sara Shepard,4,30000,no
Michael Connelly,4,30000,no
David Baldacci,4,30000,no
Emily Carroll,4,30000,no
Anthony Horowitz,4,30000,no
Michael Ende,4,30000,no
Blake Crouch,4,30000,no
Sarah Dessen,4,40000,no
Ayana Mathis,3,30000,no
Dean Koontz,4,30000,no
V.C. Andrews,4,30000,no
"Jane Yolen, John Schoenherr",4,30000,no
"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson",4,20000,no
Patricia Briggs,4,40000,no
Honoré de Balzac,4,30000,no
"Jo Nesbø, Don Bartlett",4,30000,no
"Sylvia Plath, Ted Hughes",4,30000,no
Sherrilyn Kenyon,4,40000,no
Paulo Coelho,3,20000,no
R.L. Mathewson,4,50000,no
Andrew Ross Sorkin,4,30000,no
Kristin Hannah,4,30000,no
"John Steinbeck, Susan Shillinglaw",4,30000,no
William Faulkner,4,30000,yes
"Zoe Sugg, Siobhan Curham",4,40000,no
Carol Ryrie Brink,4,40000,no
Janet Evanovich,4,20000,no
J.I. Packer,4,30000,no
R.A. Salvatore,4,30000,no
Harlan Coben,4,30000,no
"Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell",5,30000,no
"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",4,30000,no
John Wyndham,4,30000,no
"Hans Christian Andersen, Jerry Pinkney",4,30000,no
Miguel Ruiz,4,20000,no
"Graham Greene, Monica Ali",4,30000,no
Jennifer Weiner,4,20000,no
"Felix Salten, Barbara Cooney",4,30000,yes
Ursula K. Le Guin,4,30000,no
"Herodotus, Aubrey de Sélincourt, John M. Marincola",4,30000,no
K. Bromberg,4,40000,no
Matthew Pearl,3,30000,no
Jean M. Auel,4,30000,no
Patricia Briggs,4,40000,no
Paulo Coelho,3,20000,no
James A. Michener,4,30000,no
Kimberly Derting,4,40000,no
Ian McEwan,4,30000,yes
"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill",4,30000,no
Anne McCaffrey,4,40000,no
Nancy Garden,4,30000,no
Michael Crichton,3,30000,no
Jonathan Lethem,4,20000,no
Malorie Blackman,4,30000,no
Harriet Jacobs,4,20000,no
Michael Scott,4,30000,no
Ron Chernow,4,30000,no
Kristen Proby,4,50000,no
T. Harv Eker,4,30000,no
C.C. Hunter,4,40000,no
"Michael Chabon, Hans Hermann",4,20000,no
Molly McAdams,4,40000,no
Julie Otsuka,4,30000,no
Tom Robbins,4,20000,no
Jennifer McMahon,4,30000,no
Sara Shepard,4,30000,no
Tess Gerritsen,4,30000,no
Marina Keegan,4,20000,no
"Paolo Giordano, Shaun Whiteside",4,20000,no
Nicole  Williams,4,40000,no
"Neil Gaiman, Skottie Young",4,30000,no
"G. Willow Wilson, Adrian Alphona",4,50000,no
Nalini Singh,4,40000,no
أثير عبدالله النشمي,4,20000,no
Gennifer Choldenko,4,30000,no
"Guillermo del Toro, Chuck Hogan",4,30000,no
Maggie Stiefvater,4,40000,no
"Pamela Druckerman, Abby Craden",4,20000,no
Patricia Cornwell,3,30000,no
Megan Whalen Turner,4,40000,no
Richelle Mead,4,40000,no
Sarah Winman,4,20000,no
Lang Leav,4,30000,no
"Francis Chan, Danae Yankoski",4,30000,no
Vince Flynn,4,30000,no
Tom Franklin,4,30000,no
"Rainer Maria Rilke, Reginald Snell, Franz Xaver Kappus",4,30000,no
Meg Cabot,4,40000,no
Anna Banks,4,40000,no
Sherrilyn Kenyon,4,30000,no
James Patterson,4,30000,no
Ann Patchett,4,30000,no
"Charles Baudelaire, Richard Howard",4,30000,no
"Janet Evanovich, Lee Goldberg",4,30000,no
"Pierre-Ambroise Choderlos de Laclos, Douglas Parmée",4,30000,no
E. Nesbit,4,40000,no
David Baldacci,4,20000,no
Terry Pratchett,4,30000,no
Ilona Andrews,4,40000,no
Aldous Huxley,4,20000,no
Irwin Shaw,4,30000,no
Gilly Macmillan,4,30000,no
Michael Connelly,4,30000,no
Sheri Reynolds,4,30000,no
Pat Frank,4,30000,no
Vince Flynn,4,20000,no
Kazu Kibuishi,4,30000,no
Flannery O'Connor,4,30000,no
L.J. Smith,4,30000,yes
Anthony  Ryan,4,20000,no
Lisa Scottoline,4,30000,no
Nick Hornby,4,30000,no
Anne Rice,4,30000,no
Kevin Hearne,4,30000,yes
Sister Souljah,4,20000,no
Shunryu Suzuki,4,20000,no
"Han Kang, Deborah     Smith",4,30000,no
"Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak",4,30000,no
Mark  Lawrence,4,20000,no
Jonathan Swift,4,30000,no
Sam Harris,4,30000,no
L.J. Smith,4,30000,no
Susane Colasanti,4,30000,no
Edmund Morris,4,30000,no
Connie Willis,4,30000,no
David Baldacci,4,20000,no
Bryan Stevenson,5,30000,no
David Eddings,4,30000,no
Brian L. Weiss,4,20000,no
Michael Connelly,4,20000,no
Keith Ferrazzi,4,30000,no
Jeaniene Frost,4,50000,no
Tamora Pierce,4,40000,no
Melina Marchetta,4,30000,no
"Kimon Nicolaides, Mamie Harmon",4,30000,no
R.A. Salvatore,4,30000,no
Lorna Landvik,4,30000,no
"Kate DiCamillo, K.G. Campbell",4,30000,no
Cecelia Ahern,4,30000,no
Edward P. Jones,4,30000,no
James     Baldwin,4,20000,no
Yuu Watase,4,30000,no
Michael Connelly,4,20000,no
"Marcel Proust, Simon Vance, Lydia Davis",4,20000,no
"Don    Wood, Audrey Wood",4,30000,no
Laurell K. Hamilton,4,40000,no
"Isabel Allende, Margaret Sayers Peden",4,30000,no
Daniel H. Wilson,4,30000,no
Dean Koontz,4,30000,no
Jeaniene Frost,4,40000,no
Janet Evanovich,4,40000,no
Marian Keyes,4,30000,no
"James Patterson, Maxine Paetro",4,30000,no
Sue Townsend,4,30000,no
W. Somerset Maugham,4,30000,no
Edward Gorey,4,30000,no
"Mike Carey, Glenn Fabry, Neil Gaiman",4,30000,no
Chloe Neill,4,50000,no
James     Baldwin,4,30000,no
Jasper Fforde,4,40000,no
"Naoki Higashida, K.A. Yoshida, David Mitchell",4,30000,no
Rick Riordan,4,50000,no
Jeaniene Frost,4,40000,no
Jon Krakauer,4,20000,no
Isaac Asimov,4,30000,no
David Eddings,4,30000,no
Janette Oke,4,30000,no
Joe Abercrombie,4,20000,no
Jeffrey Archer,4,30000,no
Brent Weeks,4,30000,no
"W.B. Yeats, Richard J. Finneran",4,30000,no
Tamora Pierce,4,40000,no
David Baldacci,4,30000,no
أحمد مراد,4,20000,no
"Barbara Shook Hazen, Robert Lewis May, Richard Scarry",4,30000,no
"Haruki Murakami, Jay Rubin, Alfred Birnbaum",4,20000,no
Frederik Pohl,4,30000,no
"Kerry Patterson, Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey",4,30000,no
Thomas Cahill,4,30000,no
"Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn",4,30000,no
Mary Roach,4,30000,no
Ruth Reichl,4,30000,no
Terry Pratchett,4,30000,no
William  Gibson,4,30000,no
Maya Banks,4,40000,no
Alice Sebold,3,30000,no
P.D. James,4,30000,yes
"Thomas Hobbes, C.B. Macpherson",4,30000,no
Sandra Brown,4,20000,no
K. Bromberg,5,40000,no
Sloane Crosley,3,30000,no
Antonia Fraser,4,20000,no
Michelle Magorian,4,20000,no
Tabitha Suzuma,4,40000,no
"Rob Thomas, Jennifer Graham",4,30000,no
Philip Roth,4,30000,no
J.R. Moehringer,4,20000,no
Brian Jacques,4,30000,no
Cinda Williams Chima,4,30000,no
"Danny Sugerman, Jerry Hopkins",4,30000,no
"Marguerite Henry, Wesley Dennis",4,40000,no
David Mitchell,4,30000,no
Jane Green,4,30000,no
Haven Kimmel,4,30000,no
Sidney Sheldon,4,20000,no
Nathaniel Philbrick,4,30000,no
Kresley Cole,4,40000,no
Joseph J. Ellis,4,30000,no
"William Gibson, Bruce Sterling",4,30000,no
Lauren Weisberger,4,30000,no
"A.L. Singer, Walt Disney Company",4,30000,no
Rebecca Donovan,4,40000,no
Darren Shan,4,30000,no
Guy Gavriel Kay,4,30000,no
Nora Ephron,4,30000,no
Louisa May Alcott,4,40000,no
Thomas Pynchon,4,20000,no
"Brennan Manning, Michael W. Smith, Rich Mullins",4,20000,no
Meg Cabot,4,40000,no
Wilbur Smith,4,20000,no
Willa Cather,4,30000,no
Naomi Klein,4,20000,no
"Jonas Jonasson, Rachel Willson-Broyles",4,20000,no
Ann Patchett,4,30000,no
Abbi Glines,4,40000,no
Günter Grass,4,30000,no
Lee Strobel,4,20000,no
Kerstin Gier,4,20000,no
"Shannon Hale, James Noel Smith",4,40000,no
Arthur Conan Doyle,4,30000,no
"Edith Hamilton, Steele Savage",4,30000,no
Anna Dewdney,4,30000,no
Al Franken,4,20000,no
Chuck Klosterman,4,20000,no
"Leah Remini, Rebecca Paley",4,30000,no
Kurt Vonnegut Jr.,4,20000,no
Steven Erikson,4,30000,no
"Eric Shanower, Skottie Young, L. Frank Baum",4,20000,no
Atul Gawande,4,20000,no
"Edith Hahn Beer, Susan Dworkin, Susan Sarandon, Julia Ormond, Rory Kennedy",4,20000,no
Nora Roberts,4,30000,no
Ree Drummond,4,30000,no
Jennifer L. Armentrout,4,40000,no
Laurell K. Hamilton,4,40000,yes
Brian Greene,4,20000,no
Jane Green,4,30000,no
Charlaine Harris,4,40000,no
Sue Grafton,4,30000,no
Chaim Potok,4,30000,no
"Tim LaHaye, Jerry B. Jenkins",4,30000,no
Julie Kibler,4,20000,no
J.R. Ward,4,40000,no
Carrie Jones,4,40000,no
Carrie Fisher,4,30000,no
Karin Slaughter,4,30000,no
Sidney Sheldon,4,20000,no
Louise Penny,4,30000,no
"James Patterson, Maxine Paetro",4,30000,no
"James Patterson, Michael Ledwidge",3,20000,no
"Rick Riordan, Gordon Korman, Peter Lerangis, Jude Watson",4,30000,no
Sam Harris,4,20000,no
Mary E. Pearson,4,40000,no
John Flanagan,4,30000,no
Bill Watterson,5,30000,no
Rumiko Takahashi,4,30000,no
Ron Rash,4,30000,no
Hampton Sides,4,20000,no
Iain M. Banks,4,30000,no
Gail McHugh,4,30000,no
Marisa de los Santos,4,30000,no
Jeff Smith,4,30000,no
Christopher Paolini,4,30000,yes
Christopher Pike,4,30000,no
Marilynne Robinson,4,30000,no
"Dodie Smith, Michael Dooling",4,30000,yes
Sidney Sheldon,4,20000,no
F. Scott Fitzgerald,4,30000,yes
Daniel Defoe,4,30000,no
E.L. Doctorow,4,30000,no
David Weber,4,30000,no
Ben Goldacre,4,20000,no
Ruth Reichl,4,30000,no
Jo Nesbø,4,10000,no
Tamora Pierce,4,40000,no
Cherrie Lynn,4,40000,no
David Foster Wallace,4,20000,no
Ai Yazawa,4,30000,no
"Joseph Delaney, Patrick  Arrasmith",4,30000,no
Tess Gerritsen,4,30000,no
Terry Pratchett,4,30000,no
Morgan Matson,4,30000,no
Plum Sykes,3,20000,no
Robert Cormier,3,30000,yes
"Teddy Slater, Ron Dias, Ric González",4,30000,no
Michael Punke,4,20000,no
"Neil Gaiman, Michael Zulli, Jon J. Muth, Charles Vess, Mikal Gilmore",5,30000,no
Clayton M. Christensen,4,20000,no
"Teddy Slater, Bill Langley, Ron Dias, Walt Disney Company",4,30000,yes
Tamora Pierce,4,40000,no
Anthony Horowitz,4,30000,no
Ally Carter,4,40000,no
Abbi Glines,4,40000,no
"Bill O'Reilly, Martin Dugard",4,20000,no
James Rollins,4,30000,no
Foundation for Inner Peace,4,20000,no
James S.A. Corey,4,20000,no
Nelson DeMille,4,30000,no
"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",4,30000,no
Kim Harrison,4,40000,no
Wayne W. Dyer,4,20000,no
Jack Weatherford,4,30000,no
Theodore Dreiser,4,30000,no
Cinda Williams Chima,4,30000,no
Andrea Hirata,4,20000,no
Bryan Lee O'Malley,4,30000,no
Patricia Cornwell,4,30000,no
Joanne Fluke,4,30000,no
Mitchell Zuckoff,4,30000,no
Sam Kean,4,30000,no
Clive Barker,4,30000,no
"Bill Dedman, Paul Clark Newell Jr.",4,20000,no
Tracy Chevalier,4,30000,no
Rachel Caine,4,40000,no
"Douglas Preston, Lincoln Child",4,30000,no
Brother Lawrence,4,20000,no
Lee Child,4,20000,no
Catherine Ryan Hyde,4,10000,no
Wallace Stegner,4,30000,no
John Sandford,4,20000,no
Bob Goff,4,30000,no
"Benjamin Graham, Jason Zweig, Warren Buffett",4,30000,no
Stephen Hawking,4,20000,no
Joe Abercrombie,4,20000,no
Blanche Fisher Wright,4,30000,no
Oscar Wilde,4,30000,no
"William Shakespeare, John Jowett",4,30000,no
Anna Todd,4,30000,no
Maria V. Snyder,4,40000,no
Philip Roth,4,20000,yes
"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",4,40000,no
Michael Connelly,4,30000,no
Tarryn Fisher,4,40000,no
Jon Kabat-Zinn,4,20000,no
"Banana Yoshimoto, Megan Backus",4,30000,no
Eric Van Lustbader,4,20000,no
Judith McNaught,4,30000,no
Paolo Bacigalupi,4,30000,no
Suzanne Collins,4,30000,no
"James Patterson, Peter de Jonge",4,30000,no
Maureen Johnson,4,20000,no
"Charles Dickens, Mark Ford",4,30000,no
"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",4,30000,no
"Jean-Jacques Rousseau, Maurice Cranston",4,20000,no
Laurie Halse Anderson,4,30000,no
Ernesto Sabato,4,20000,no
"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",4,20000,no
Julie Anne Peters,4,30000,no
"Elena Ferrante, Ann Goldstein",4,20000,no
E. Lockhart,4,40000,no
"Sarah Blake, Orlagh Cassidy",3,30000,no
Michael J. Sullivan,4,30000,no
Nic Sheff,4,20000,no
Daniel O'Malley,4,30000,no
Frank Beddor,4,30000,no
Philippa Gregory,4,30000,no
Joyce Maynard,4,20000,no
Terry Pratchett,4,30000,no
Christina Lauren,4,40000,no
"Ed Catmull, Amy Wallace",4,30000,no
"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",4,30000,no
"Stephen King, Bernie Wrightson, Michele Wrightson",4,30000,no
Bob McCabe,5,30000,no
Jeff Shaara,4,30000,yes
Gena Showalter,4,40000,no
Madeleine L'Engle,4,30000,no
